Date,Counter Party,Reference,Type,Amount (GBP),Balance (GBP),Spending Category,Notes
24/08/2024,Yue Bubble Tea And Waf,Yue Bubble Tea and Waf,GOOGLE PAY,-3.90,41305.35,ENTERTAINMENT,
24/08/2024,Bhcc Trafalgar St Car,BHCC TRAFALGAR ST CAR ,GOOGLE PAY,-16.00,41289.35,TRANSPORT,
24/08/2024,Curve,CRV*TwinPay Sheffield,ONLINE PAYMENT,-1.60,41287.75,TRANSPORT,
24/08/2024,Places Leisure,PLACES LEISURE,ONLINE PAYMENT,-11.50,41276.25,LIFESTYLE,
24/08/2024,Tesco,TESCO STORES 2163,APPLE PAY,-55.65,41220.60,GROCERIES,
24/08/2024,Superdrug,SUPERDRUG STORES PLC,GOOGLE PAY,-13.19,41207.41,SHOPPING,
24/08/2024,Caffè Nero,CAFFE NERO BURGESS HIL,GOOGLE PAY,-3.65,41203.76,EATING_OUT,
24/08/2024,Amazon,AMAZON* 1U5575FJ5,ONLINE PAYMENT,-7.89,41195.87,SHOPPING,
24/08/2024,London,ILLUMINATED APPAREL,ONLINE PAYMENT,-60.85,41135.02,SHOPPING,
24/08/2024,Horsham Matters,SQ *HORSHAM MATTERS,APPLE PAY,-15.00,41120.02,GENERAL,
24/08/2024,The Rec Rink,The Rec Rink,GOOGLE PAY,-6.75,41113.27,LIFESTYLE,
25/08/2024,Amazon,WWW.AMAZON.* OS13I6FV5,ONLINE PAYMENT,-29.99,41083.28,SHOPPING,
25/08/2024,Amazon,WWW.AMAZON.* 9A6IJ8KW5,ONLINE PAYMENT,-4.99,41078.29,SHOPPING,
25/08/2024,Toy Barnhaus Horsham,Toy Barnhaus Horsham,GOOGLE PAY,-61.97,41016.32,SHOPPING,
25/08/2024,Smiggle,SMIGGLE,GOOGLE PAY,-57.50,40958.82,BILLS_AND_SERVICES,
25/08/2024,Card Factory,CARD FACTORY,GOOGLE PAY,-5.48,40953.34,SHOPPING,
25/08/2024,Horsham Service Statio,HORSHAM SERVICE STATIO,APPLE PAY,-98.22,40855.12,TRANSPORT,
25/08/2024,Pret A Manger,PRET A MANGER,APPLE PAY,-22.10,40833.02,EATING_OUT,
25/08/2024,Pret A Manger,PRET A MANGER,GOOGLE PAY,-1.65,40831.37,EATING_OUT,
25/08/2024,Horsham District Counc,HORSHAM DISTRICT COUNC,ONLINE PAYMENT,-2.60,40828.77,BILLS_AND_SERVICES,
25/08/2024,Horsham District Counc,HORSHAM DISTRICT COUNC,ONLINE PAYMENT,-4.00,40824.77,BILLS_AND_SERVICES,
25/08/2024,Netflix,Netflix.com,CARD SUBSCRIPTION,-17.99,40806.78,BILLS_AND_SERVICES,
25/08/2024,Amazon,WWW.AMAZON.* UI3RX1U75,ONLINE PAYMENT,-11.60,40795.18,SHOPPING,
26/08/2024,Amazon,AMAZON* CN1CG77T5,ONLINE PAYMENT,-26.80,40768.38,SHOPPING,
26/08/2024,Amazon,AMAZON* WD1MI61I5,ONLINE PAYMENT,-19.99,40748.39,SHOPPING,
26/08/2024,Amazon,AMAZON* 013SU00G5,ONLINE PAYMENT,-14.99,40733.40,SHOPPING,
26/08/2024,Amazon Marketplace,AMZNMktplace*9H0ER1865,ONLINE PAYMENT,-18.98,40714.42,SHOPPING,
26/08/2024,Doggy Boho,PAYPAL *DOGGY BOHO,ONLINE PAYMENT,-100.95,40613.47,GENERAL,
26/08/2024,Little Top Ent,Zettle_*Little Top Ent,GOOGLE PAY,-1.50,40611.97,SHOPPING,
26/08/2024,Little Top Ent,Zettle_*Little Top Ent,GOOGLE PAY,-2.50,40609.47,SHOPPING,
26/08/2024,The Triangle,THE TRIANGLE,GOOGLE PAY,-3.75,40605.72,EATING_OUT,
26/08/2024,The Triangle,THE TRIANGLE,GOOGLE PAY,-16.00,40589.72,LIFESTYLE,
26/08/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-134.40,40455.32,GROCERIES,
26/08/2024,Horsham District Council,HORSHAM DISTRICT COUNC,APPLE PAY,-1.30,40454.02,TRANSPORT,
26/08/2024,The Macs Farm Hassocks,THE MACS FARM LIMITED,APPLE PAY,-3.50,40450.52,GROCERIES,
26/08/2024,The Mac S Farm,THE MAC S FARM,APPLE PAY,-15.50,40435.02,GROCERIES,
26/08/2024,The Mac S Farm,THE MAC S FARM,GOOGLE PAY,-3.70,40431.32,GROCERIES,
27/08/2024,Places For People Leisure ,54578485A,DIRECT DEBIT,-3.00,40428.32,GENERAL,
27/08/2024,Amazon,WWW.AMAZON.* BL5U88JC5,CARD SUBSCRIPTION,-7.19,40421.13,SHOPPING,
27/08/2024,Amazon,WWW.AMAZON.* GZ2IU40X5,CARD SUBSCRIPTION,-9.84,40411.29,SHOPPING,
27/08/2024,Amazon,WWW.AMAZON.* 572391NO5,CARD SUBSCRIPTION,-58.23,40353.06,SHOPPING,
27/08/2024,Amazon,AMAZON* I903K64R5,ONLINE PAYMENT,-18.98,40334.08,SHOPPING,
27/08/2024,Amazon Marketplace,AMZNMktplace*S778I8ML5,ONLINE PAYMENT,-10.00,40324.08,SHOPPING,
27/08/2024,Co-op Food,CO-OP GROUP FOOD,GOOGLE PAY,-17.30,40306.78,GROCERIES,
27/08/2024,Channel 4,CHANNEL 4,CARD SUBSCRIPTION,-3.99,40302.79,BILLS_AND_SERVICES,
27/08/2024,Schoolblazer,SCHOOLBLAZER LTD,ONLINE PAYMENT,-28.74,40274.05,SHOPPING,
27/08/2024,Amazon Marketplace,AMZNMktplace*742O04Z25,ONLINE PAYMENT,-3.52,40270.53,SHOPPING,
28/08/2024,Octopus Energy,A-E501D93A-002,DIRECT DEBIT,-250.00,40020.53,BILLS_AND_SERVICES,
28/08/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,39914.93,BILLS_AND_SERVICES,
28/08/2024,Amazon,amazon.co.uk*AO89G2S65,ONLINE PAYMENT,-0.99,39913.94,SHOPPING,
28/08/2024,Amazon,amazon.co.uk*LR7BM0J55,ONLINE PAYMENT,-1.99,39911.95,SHOPPING,
28/08/2024,Amazon,amazon.co.uk*TE64M33Q5,ONLINE PAYMENT,-7.47,39904.48,SHOPPING,
28/08/2024,Curve,CRV*GTR PARKING CONNEC,ONLINE PAYMENT,-11.30,39893.18,TRANSPORT,
28/08/2024,The Triangle,THE TRIANGLE,APPLE PAY,-24.79,39868.39,EATING_OUT,
28/08/2024,Cineworld,CINEWORLD             ,ONLINE PAYMENT,-16.93,39851.46,ENTERTAINMENT,
28/08/2024,Lush Uk,Lush UK,APPLE PAY,-19.80,39831.66,LIFESTYLE,
28/08/2024,Toy Barnhaus Crawley,Toy Barnhaus Crawley,APPLE PAY,-1.99,39829.67,SHOPPING,
29/08/2024,Oliver Bonas St Pancra,OLIVER BONAS ST PANCRA,GOOGLE PAY,-22.00,39807.67,SHOPPING,
29/08/2024,Curve,CRV*GTR PARKING CONNEC,ONLINE PAYMENT,-11.30,39796.37,TRANSPORT,
29/08/2024,James For Carpets,couratier stable c,FASTER PAYMENT,-640.00,39156.37,PAYMENTS,
29/08/2024,Yourparkingspace,YOURPARKINGSPACE      ,APPLE PAY,-2.70,39153.67,TRANSPORT,
29/08/2024,Cineworld,Cineworld CRA CP,APPLE PAY,-14.40,39139.27,ENTERTAINMENT,
29/08/2024,Millies Cookies,MILLIES COOKIES,APPLE PAY,-14.48,39124.79,EATING_OUT,
29/08/2024,Amazon Marketplace,AMZNMktplace*721RB3CE5,ONLINE PAYMENT,-38.21,39086.58,SHOPPING,
29/08/2024,McDonald's,MCDONALDS,APPLE PAY,-11.48,39075.10,EATING_OUT,
29/08/2024,Cowfold Medical Group,COWFOLD MEDICAL GROUP,GOOGLE PAY,-9.90,39065.20,BILLS_AND_SERVICES,
30/08/2024,GoCardless,VBDANCE-M8ZB6MFG35,DIRECT DEBIT,-59.40,39005.80,PAYMENTS,
30/08/2024,BT,GB26676055,DIRECT DEBIT,-81.65,38924.15,BILLS_AND_SERVICES,
30/08/2024,Primark,PRIMARK 685           ,APPLE PAY,-71.50,38852.65,SHOPPING,
30/08/2024,Amazon,AMAZON* BP53P4175,ONLINE PAYMENT,-19.99,38832.66,SHOPPING,
30/08/2024,Amazon,AMAZON* TW8IH1XP4,ONLINE PAYMENT,-23.00,38809.66,SHOPPING,
30/08/2024,Knockhatch Adventure P Hailsham,Knockhatch Adventure P,APPLE PAY,-6.00,38803.66,LIFESTYLE,
30/08/2024,Knockhatch Adventure P Hailsham,Knockhatch Adventure P,APPLE PAY,-37.40,38766.26,LIFESTYLE,
30/08/2024,Knockhatch Adventure P Hailsham,Knockhatch Adventure P,APPLE PAY,-13.00,38753.26,LIFESTYLE,
30/08/2024,Knockhatch Adventure P Hailsham,Knockhatch Adventure P,APPLE PAY,-2.40,38750.86,LIFESTYLE,
30/08/2024,Csc Pcn,CSC PCN,ONLINE PAYMENT,-60.00,38690.86,TRANSPORT,
30/08/2024,Knockhatch Adventure P Hailsham,Knockhatch Adventure P,APPLE PAY,-8.99,38681.87,LIFESTYLE,
30/08/2024,Knockhatch Adventure P Hailsham,Knockhatch Adventure P,APPLE PAY,-6.00,38675.87,LIFESTYLE,
30/08/2024,Jennifer Anne Lees,JENNIFER ANNE LEES,FASTER PAYMENT,18000.00,56675.87,INCOME,
30/08/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-79.20,56596.67,BILLS_AND_SERVICES,
30/08/2024,Sea Life Brighton,Sea Life Brighton,APPLE PAY,-45.50,56551.17,ENTERTAINMENT,
31/08/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-8.99,56542.18,ENTERTAINMENT,
31/08/2024,Amazon,AMAZON* 1D8UB40Z5,ONLINE PAYMENT,-16.55,56525.63,SHOPPING,
31/08/2024,Amazon,amazon.co.uk*SU3668UT5,ONLINE PAYMENT,-6.99,56518.64,SHOPPING,
31/08/2024,Amazon,amazon.co.uk*VQ3BS2U05,ONLINE PAYMENT,-7.49,56511.15,SHOPPING,
31/08/2024,Harry Ramsdens,Harry Ramsdens,APPLE PAY,-25.97,56485.18,EATING_OUT,
31/08/2024,Merlin Entertainments,Merlin Entertainments,APPLE PAY,-20.00,56465.18,ENTERTAINMENT,
31/08/2024,Merlin Entertainments,Merlin Entertainments,APPLE PAY,-3.10,56462.08,ENTERTAINMENT,
31/08/2024,Sea Life Brighton,SEA LIFE Brighton,APPLE PAY,-23.00,56439.08,ENTERTAINMENT,
31/08/2024,Bhcc Lanes Car Park,BHCC LANES CAR PARK   ,APPLE PAY,-24.00,56415.08,TRANSPORT,
31/08/2024,Bhcc-Paybyphoneparking,PAYBYPHONE-5FOKJOJMSGH,ONLINE PAYMENT,-3.40,56411.68,TRANSPORT,
31/08/2024,Bhcc-Paybyphoneparking,PAYBYPHONE-5TKNZ73VRDC,ONLINE PAYMENT,-3.40,56408.28,TRANSPORT,
31/08/2024,Pret A Manger,PRET A MANGER,APPLE PAY,-2.00,56406.28,EATING_OUT,
31/08/2024,Amazon,AMAZON* EP22Q94A5,ONLINE PAYMENT,-15.48,56390.80,SHOPPING,
31/08/2024,Fresha Uk,Endless Hair Creations,ONLINE PAYMENT,-15.00,56375.80,ENTERTAINMENT,
31/08/2024,Petek's On The Park,Petek's on the Park,GOOGLE PAY,-7.40,56368.40,EATING_OUT,
01/09/2024,Starling Bank,August Interest Earned,DEPOSIT INTEREST,13.54,56381.94,INCOME,
01/09/2024,Pristine Gardenz Ltd,3997,FASTER PAYMENT,-311.52,56070.42,PAYMENTS,
01/09/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-14.99,56055.43,ENTERTAINMENT,
01/09/2024,Amazon,AMAZON* KI9AL27I5,ONLINE PAYMENT,-7.59,56047.84,SHOPPING,
01/09/2024,Amazon,AMAZON* T81OU0UC5,ONLINE PAYMENT,-6.99,56040.85,SHOPPING,
01/09/2024,Amazon,WWW.AMAZON.* 785ZE6QJ5,ONLINE PAYMENT,-4.79,56036.06,SHOPPING,
01/09/2024,Etsy,Etsy.com*Multiple Shop,ONLINE PAYMENT,-61.39,55974.67,SHOPPING,
01/09/2024,The Entertainer,THE ENTERTAINER(135),GOOGLE PAY,-37.00,55937.67,SHOPPING,
01/09/2024,Wscc Haywards Heath Li,WSCC HAYWARDS HEATH LI,GOOGLE PAY,-3.00,55934.67,BILLS_AND_SERVICES,
01/09/2024,Royal Mail Group,ROYAL MAIL GROUP LTD,APPLE PAY,-3.39,55931.28,BILLS_AND_SERVICES,
01/09/2024,Costa Coffee,COSTA                 ,GOOGLE PAY,-15.44,55915.84,EATING_OUT,
01/09/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-64.30,55851.54,GROCERIES,
01/09/2024,The Childrens Trust,THE CHILDRENS TRUS,GOOGLE PAY,-8.50,55843.04,GENERAL,
01/09/2024,Amazon,AMAZON* ZX9OM9JX5,ONLINE PAYMENT,-34.99,55808.05,SHOPPING,
01/09/2024,Amazon,AMAZON* 4G7WC8205,ONLINE PAYMENT,-24.99,55783.06,SHOPPING,
01/09/2024,Kiwico Inc.,"KiwiCo, Inc.",ONLINE PAYMENT,-27.34,55755.72,BILLS_AND_SERVICES,
01/09/2024,Martin Butler,August,FASTER PAYMENT,-162.00,55593.72,PETS,
02/09/2024,Horsham District Council,12873556,DIRECT DEBIT,-268.00,55325.72,TRANSPORT,
02/09/2024,Napo,MW43CMW,DIRECT DEBIT,-60.49,55265.23,GENERAL,
02/09/2024,Bps Re Peoplesfundraising,1698316166225,DIRECT DEBIT,-10.00,55255.23,GENERAL,
02/09/2024,Burgess Hill School For Girls Com,COU001,DIRECT DEBIT,-1223.58,54031.65,NONE,
02/09/2024,Burgess Hill School For Girls Com,COU001,DIRECT DEBIT,-37.00,53994.65,NONE,
02/09/2024,PQA Academy,HAYW353036,DIRECT DEBIT,-46.00,53948.65,GENERAL,
02/09/2024,Phc,19335 COURATIER,DIRECT DEBIT,-8.99,53939.66,GENERAL,
02/09/2024,Lloyds Bank,HAP604762678,DIRECT DEBIT,-103.52,53836.14,BILLS_AND_SERVICES,
02/09/2024,The Triangle,THE TRIANGLE,APPLE PAY,-23.89,53812.25,EATING_OUT,
02/09/2024,Skating - Jenny Clarke,🛼,FASTER PAYMENT,-50.00,53762.25,PAYMENTS,
02/09/2024,Alex Wilmott,Windows,FASTER PAYMENT,-60.00,53702.25,PAYMENTS,
02/09/2024,Able damp and preservation specialist,Jb10221,FASTER PAYMENT,-1250.00,52452.25,PAYMENTS,
02/09/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-156.24,52296.01,GROCERIES,
02/09/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-5.80,52290.21,SHOPPING,
03/09/2024,Amazon,AMAZON* DJ1LU3SA5,ONLINE PAYMENT,-43.11,52247.10,SHOPPING,
03/09/2024,Amazon,AMAZON* 2B3P70XA5,ONLINE PAYMENT,-59.99,52187.11,SHOPPING,
03/09/2024,Boots,BOOTS ONLINE DOCTOR,CARD SUBSCRIPTION,-21.00,52166.11,GENERAL,
03/09/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,52060.51,BILLS_AND_SERVICES,
03/09/2024,Amazon,amazon.co.uk,CARD SUBSCRIPTION,-9.49,52051.02,SHOPPING,
03/09/2024,Amazon,amazon.co.uk*OT8LV75K5,ONLINE PAYMENT,-0.99,52050.03,SHOPPING,
03/09/2024,Amazon,amazon.co.uk*TD88Z8LN5,ONLINE PAYMENT,-3.99,52046.04,SHOPPING,
03/09/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-7.25,52038.79,GROCERIES,
04/09/2024,Amazon,AMAZON* 2D30703K5,ONLINE PAYMENT,-19.99,52018.80,SHOPPING,
04/09/2024,Amazon,WWW.AMAZON.* X64K44E35,ONLINE PAYMENT,-3.99,52014.81,SHOPPING,
04/09/2024,Amazon,AMAZON* QB61J12L5,ONLINE PAYMENT,-47.06,51967.75,SHOPPING,
04/09/2024,Schoolblazer,SCHOOLBLAZER LTD,ONLINE PAYMENT,-15.49,51952.26,SHOPPING,
04/09/2024,Grind,GRIND & CO,CARD SUBSCRIPTION,-13.50,51938.76,EATING_OUT,
05/09/2024,GoCardless,BRUCESDOGDAY-H85HM,DIRECT DEBIT,-795.60,51143.16,PAYMENTS,
05/09/2024,Amazon,AMAZON* XB39547A5,ONLINE PAYMENT,-13.98,51129.18,SHOPPING,
05/09/2024,Amazon Marketplace,AMZNMktplace*NF20P3335,ONLINE PAYMENT,-9.44,51119.74,SHOPPING,
05/09/2024,McDonald's,MCDONALDS,APPLE PAY,-11.42,51108.32,EATING_OUT,
06/09/2024,Awp P&c,1UK000000000285835,DIRECT DEBIT,-4.34,51103.98,GENERAL,
06/09/2024,Backblaze,BACKBLAZE INC,ONLINE PAYMENT,-4.26,51099.72,BILLS_AND_SERVICES,
06/09/2024,Tesco,TESCO STORES 2163,APPLE PAY,-25.60,51074.12,GROCERIES,
06/09/2024,Domino's Pizza,Domino s Pizza,ONLINE PAYMENT,-47.65,51026.47,EATING_OUT,
06/09/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,50973.67,BILLS_AND_SERVICES,
07/09/2024,Amazon Marketplace,AMZNMktplace*MK1XG74H5,ONLINE PAYMENT,-9.98,50963.69,SHOPPING,
07/09/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-9.65,50954.04,GROCERIES,
07/09/2024,McDonald's,MCDONALDS,APPLE PAY,-9.35,50944.69,EATING_OUT,
08/09/2024,Amazon,AMAZON* 0M48R3RM5,ONLINE PAYMENT,-18.99,50925.70,SHOPPING,
08/09/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-6.30,50919.40,SHOPPING,
08/09/2024,Whisker,WHISKER               ,ONLINE PAYMENT,-819.00,50100.40,GENERAL,
08/09/2024,Boots,BOOTS SERVICES,ONLINE PAYMENT,-21.95,50078.45,GENERAL,
08/09/2024,Costa Coffee,43050340 COSTA COFFEE,APPLE PAY,-8.35,50070.10,EATING_OUT,
08/09/2024,Tesco Hand Car Wash,TESCO HAND CAR WASH,APPLE PAY,-42.00,50028.10,TRANSPORT,
08/09/2024,Gorilla Events,SQ *GORILLA EVENTS LTD,APPLE PAY,-30.15,49997.95,GROCERIES,
08/09/2024,*cherry Red Vin,SumUp **Cherry Red Vin,GOOGLE PAY,-25.00,49972.95,SHOPPING,
09/09/2024,*harissa And Le,SumUp **harissa and le,APPLE PAY,-44.75,49928.20,GROCERIES,
09/09/2024,Doggy Boho,PAYPAL *DOGGY BOHO,ONLINE PAYMENT,94.00,50022.20,GENERAL,
09/09/2024,Cec Ice Cream,CEC ICE CREAM,APPLE PAY,-10.00,50012.20,EATING_OUT,
09/09/2024,Cec Ice Cream,CEC ICE CREAM,GOOGLE PAY,-9.00,50003.20,EATING_OUT,
09/09/2024,Cec Ice Cream,CEC ICE CREAM,GOOGLE PAY,-14.00,49989.20,EATING_OUT,
09/09/2024,The Goodwood Shop,THE GOODWOOD SHOP,GOOGLE PAY,-137.70,49851.50,SHOPPING,
09/09/2024,Rejabean,Zettle_*REJABEAN LTD,APPLE PAY,-28.00,49823.50,SHOPPING,
09/09/2024,Civil War Sutl,Zettle_*Civil War Sutl,APPLE PAY,-11.50,49812.00,SHOPPING,
09/09/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-143.87,49668.13,GROCERIES,
10/09/2024,Places For People Leisure ,54561456A,DIRECT DEBIT,-49.00,49619.13,GENERAL,
10/09/2024,Amazon,WWW.AMAZON.* 0C9U46FZ5,ONLINE PAYMENT,-6.00,49613.13,SHOPPING,
10/09/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,49507.53,BILLS_AND_SERVICES,
10/09/2024,Boots,BOOTS SERVICES,ONLINE PAYMENT,-21.95,49485.58,GENERAL,
10/09/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-4.20,49481.38,GROCERIES,
11/09/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-25.00,49456.38,BILLS_AND_SERVICES,
11/09/2024,Tesco,TESCO STORES 2163,APPLE PAY,-40.17,49416.21,GROCERIES,
11/09/2024,Apple App Store,APPLE.COM/BILL,CARD SUBSCRIPTION,-12.99,49403.22,ENTERTAINMENT,
11/09/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-2.90,49400.32,EATING_OUT,
11/09/2024,Amazon Marketplace,AMZNMktplace*BJ75Y41R5,ONLINE PAYMENT,-39.98,49360.34,SHOPPING,
12/09/2024,Amazon Eu,Amazon.co.uk*IC5B08OI5,ONLINE PAYMENT,-57.48,49302.86,SHOPPING,
12/09/2024,Amazon,AMAZON* SF0Q57YM5,ONLINE PAYMENT,-4.19,49298.67,SHOPPING,
13/09/2024,Amazon,AMAZON* TN85A1DK4,ONLINE PAYMENT,-6.99,49291.68,SHOPPING,
13/09/2024,giffgaff,giffgaff,CARD SUBSCRIPTION,-10.00,49281.68,BILLS_AND_SERVICES,
13/09/2024,Tesco Petrol,TESCO PFS 3983,APPLE PAY,-99.40,49182.28,FUEL,
13/09/2024,Places For People Leisure ,54425808A,DIRECT DEBIT,-79.00,49103.28,GENERAL,
13/09/2024,McDonald's,MCDONALDS,APPLE PAY,-8.13,49095.15,EATING_OUT,
13/09/2024,Coffee Zone Burgess,COFFEE ZONE BURGESS HI,GOOGLE PAY,-2.90,49092.25,EATING_OUT,
13/09/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,49039.45,BILLS_AND_SERVICES,
14/09/2024,Hawthorn Veterinary,HAWTHORN VETERINARY   ,APPLE PAY,-127.34,48912.11,BILLS_AND_SERVICES,
14/09/2024,Horsham District Council,HORSHAM DISTRICT COUNC,APPLE PAY,-0.80,48911.31,TRANSPORT,
14/09/2024,Amazon Marketplace,AMZNMktplace*DA77H8965,ONLINE PAYMENT,-49.65,48861.66,SHOPPING,
14/09/2024,Starbucks Hickstead,STARBUCKS HICKSTEAD,GOOGLE PAY,-7.25,48854.41,GROCERIES,
14/09/2024,McDonald's,MCDONALDS,APPLE PAY,-9.35,48845.06,EATING_OUT,
14/09/2024,Amazon,AMAZON* 3Y1KB8VM5,ONLINE PAYMENT,-41.99,48803.07,SHOPPING,
15/09/2024,Amazon,AMAZON* UU1YO62T5,ONLINE PAYMENT,-20.41,48782.66,SHOPPING,
15/09/2024,Amazon,WWW.AMAZON.* IU1OJ30Z5,ONLINE PAYMENT,-3.75,48778.91,SHOPPING,
15/09/2024,Orchard Pharm,ORCHARD PHARM LTD,GOOGLE PAY,-9.90,48769.01,GENERAL,
15/09/2024,Sumup *the Vintage Mu,SumUp  *La Boulangerie,GOOGLE PAY,-12.17,48756.84,SHOPPING,
15/09/2024,Sainsbury's,SAINSBURYS S/MKTS,GOOGLE PAY,-39.99,48716.85,GROCERIES,
16/09/2024,Bps Re Easy Direct Debits,MND005WZKJFMKN,DIRECT DEBIT,-23.00,48693.85,GENERAL,
16/09/2024,Amazon,AMAZON* FG2OB1EO5,ONLINE PAYMENT,-3.79,48690.06,SHOPPING,
16/09/2024,Amazon Eu,Amazon.co.uk*K85Z97CG5,CARD SUBSCRIPTION,-11.84,48678.22,SHOPPING,
16/09/2024,giffgaff,giffgaff,ONLINE PAYMENT,-20.00,48658.22,BILLS_AND_SERVICES,
16/09/2024,The Triangle,THE TRIANGLE,APPLE PAY,-8.90,48649.32,EATING_OUT,
16/09/2024,The Triangle,THE TRIANGLE,APPLE PAY,-25.99,48623.33,EATING_OUT,
16/09/2024,The Triangle,THE TRIANGLE,APPLE PAY,-22.00,48601.33,LIFESTYLE,
16/09/2024,The Triangle,THE TRIANGLE,APPLE PAY,-33.00,48568.33,LIFESTYLE,
16/09/2024,Ocado,OCADO                 ,ONLINE PAYMENT,-102.21,48466.12,GROCERIES,
16/09/2024,Simplycook,SimplyCook,CARD SUBSCRIPTION,-11.78,48454.34,GROCERIES,
17/09/2024,Viasat Inc.,"ViaSat, Inc.",ONLINE PAYMENT,-18.99,48435.35,BILLS_AND_SERVICES,
17/09/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-105.60,48329.75,BILLS_AND_SERVICES,
17/09/2024,Amazon Marketplace,AMZNMktplace*Z99906XG5,ONLINE PAYMENT,-52.95,48276.80,SHOPPING,
17/09/2024,WH Smith,WH Smith Heathrow T3,GOOGLE PAY,-6.77,48270.03,SHOPPING,
17/09/2024,Heathrow Express,WWW.HEATHROWEXPRESS.CO,ONLINE PAYMENT,-25.00,48245.03,TRANSPORT,
18/09/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-16.95,48228.08,GROCERIES,
18/09/2024,McDonald's,MCDONALDS,APPLE PAY,-9.23,48218.85,EATING_OUT,
18/09/2024,Curve,CRV*SKIN + ME LONDON G,ONLINE PAYMENT,-29.99,48188.86,LIFESTYLE,
18/09/2024,TfL,TFL TRAVEL CH,GOOGLE PAY,-6.70,48182.16,TRANSPORT,
19/09/2024,Ultimate Autocare Limi,ULTIMATE AUTOCARE LIMI,CARD PAYMENT,-665.12,47517.04,GENERAL,
19/09/2024,Amazon,AMAZON* 3Y1KB8VM5,ONLINE PAYMENT,41.99,47559.03,SHOPPING,
19/09/2024,Amazon,amazon.co.uk*T60TS9QO4,ONLINE PAYMENT,-11.99,47547.04,SHOPPING,
19/09/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-18.85,47528.19,GROCERIES,
19/09/2024,Curve,CRV*APPLE.COM BILL APP,ONLINE PAYMENT,-0.99,47527.20,SHOPPING,
19/09/2024,Tails,TAILS.COM,CARD SUBSCRIPTION,-242.14,47285.06,GROCERIES,
19/09/2024,Applecare,APPLECARE UK,CARD SUBSCRIPTION,-8.99,47276.07,SHOPPING,
20/09/2024,Barclays Partner Finance,300 0120 733039747,DIRECT DEBIT,-49.95,47226.12,BILLS_AND_SERVICES,
20/09/2024,Amazon,WWW.AMAZON.* T66AP3SG4,ONLINE PAYMENT,-264.99,46961.13,SHOPPING,
20/09/2024,Greggs,GREGGS PLC,APPLE PAY,-7.40,46953.73,EATING_OUT,
20/09/2024,Kids Stuff Market,KIDS STUFF LTD MARKET,APPLE PAY,-34.98,46918.75,SHOPPING,
20/09/2024,Amazon,WWW.AMAZON.* T66A74754,ONLINE PAYMENT,-59.97,46858.78,SHOPPING,
20/09/2024,Smol,SMOL LIMITED,CARD SUBSCRIPTION,-5.80,46852.98,SHOPPING,
20/09/2024,Sustainaclean,SUSTAINACLEAN,ONLINE PAYMENT,-52.80,46800.18,BILLS_AND_SERVICES,
21/09/2024,Google,GOOGLE *YouTubePremium,ONLINE PAYMENT,-17.48,46782.70,SHOPPING,
21/09/2024,Amazon,amazon.co.uk*T63N38RX4,ONLINE PAYMENT,-4.99,46777.71,SHOPPING,
21/09/2024,Amazon,amazon.co.uk*T661L0RP4,ONLINE PAYMENT,-8.99,46768.72,SHOPPING,
21/09/2024,Park View Kios,Zettle_*Park view kios,APPLE PAY,-7.70,46761.02,EATING_OUT,
21/09/2024,Co-op Food,CO-OP GROUP FOOD,APPLE PAY,-13.00,46748.02,GROCERIES,
21/09/2024,Amazon,amazon.co.uk*T682M2YB4,ONLINE PAYMENT,-3.99,46744.03,SHOPPING,
22/09/2024,Toms Food,TOMS FOOD,APPLE PAY,-17.80,46726.23,EATING_OUT,
22/09/2024,Amazon,AMAZON* TH0W04FP4,ONLINE PAYMENT,-6.47,46719.76,SHOPPING,
22/09/2024,Amazon,amazon.co.uk*TH2U46F34,ONLINE PAYMENT,-4.99,46714.77,SHOPPING,
